5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
5,5,5,17,0,0,0,0,0,0,
