1, 4, 4, 4, 17,0.64,196576
2, 4, 4, 4, 17,0.63,196412
3, 4, 4, 4, 17,0.64,196548
4, 4, 4, 4, 17,0.64,196180
5, 4, 4, 4, 17,0.63,196428
6, 4, 4, 4, 17,0.67,196380
7, 4, 4, 4, 17,0.66,196396
8, 4, 4, 4, 17,0.66,196604
9, 4, 4, 4, 17,0.66,196480
10, 4, 4, 4, 17,0.67,196424
11, 4, 4, 4, 17,0.65,196140
12, 4, 4, 4, 17,0.64,196288
13, 4, 4, 4, 17,0.66,196544
14, 4, 4, 4, 17,0.66,196428
15, 4, 4, 4, 17,0.69,196540
16, 4, 4, 4, 17,0.68,196676
17, 4, 4, 4, 17,0.69,196544
18, 4, 4, 4, 17,0.68,196384
19, 4, 4, 4, 17,0.72,196548
20, 4, 4, 4, 17,0.67,196620
21, 4, 4, 4, 17,0.66,196568
22, 4, 4, 4, 17,0.68,196296
23, 4, 4, 4, 17,0.68,196288
24, 4, 4, 4, 17,0.67,196040
25, 4, 4, 4, 17,0.65,196228
26, 4, 4, 4, 17,0.64,196308
27, 4, 4, 4, 17,0.72,196420
28, 4, 4, 4, 17,0.72,196488
29, 4, 4, 4, 17,0.74,196104
30, 4, 4, 4, 17,0.73,196740
31, 4, 4, 4, 17,0.72,195984
32, 4, 4, 4, 17,0.71,196440
33, 4, 4, 4, 17,0.64,196296
34, 4, 4, 4, 17,0.68,196396
35, 4, 4, 4, 17,0.68,196660
36, 4, 4, 4, 17,0.68,196476
37, 4, 4, 4, 17,0.67,196136
38, 4, 4, 4, 17,0.72,196296
39, 4, 4, 4, 17,0.66,196480
40, 4, 4, 4, 17,0.76,196724
41, 4, 4, 4, 17,0.74,196056
42, 4, 4, 4, 17,0.69,196360
43, 4, 4, 4, 17,0.7,196156
44, 4, 4, 4, 17,0.67,196512
45, 4, 4, 4, 17,0.7,196464
46, 4, 4, 4, 17,0.73,196092
47, 4, 4, 4, 17,0.74,196132
48, 4, 4, 4, 17,0.78,196232
49, 4, 4, 4, 17,0.74,196296
50, 4, 4, 4, 17,0.73,196532
51, 4, 4, 4, 17,0.74,196824
52, 4, 4, 4, 17,0.73,195996
53, 4, 4, 4, 17,0.73,196368
54, 4, 4, 4, 17,0.72,196392
55, 4, 4, 4, 17,0.73,196532
56, 4, 4, 4, 17,0.72,196196
57, 4, 4, 4, 17,0.72,196924
58, 4, 4, 4, 17,0.72,196560
59, 4, 4, 4, 17,0.72,196632
60, 4, 4, 4, 17,0.73,196416
61, 4, 4, 4, 17,0.72,196800
62, 4, 4, 4, 17,0.73,196340
63, 4, 4, 4, 17,0.72,196232
64, 4, 4, 4, 17,0.72,196500
65, 4, 4, 4, 17,0.72,196452
66, 4, 4, 4, 17,0.73,196548
67, 4, 4, 4, 17,0.74,196428
68, 4, 4, 4, 17,0.72,196280
69, 4, 4, 4, 17,0.72,196240
70, 4, 4, 4, 17,0.72,196804
71, 4, 4, 4, 17,0.72,196548
72, 4, 4, 4, 17,0.73,196232
73, 4, 4, 4, 17,0.72,196732
74, 4, 4, 4, 17,0.72,196404
75, 4, 4, 4, 17,0.72,196652
76, 4, 4, 4, 17,0.72,196416
77, 4, 4, 4, 17,0.72,196312
78, 4, 4, 4, 17,0.72,196392
79, 4, 4, 4, 17,0.72,196808
80, 4, 4, 4, 17,0.72,196416
81, 4, 4, 4, 17,0.72,196216
82, 4, 4, 4, 17,0.72,196672
83, 4, 4, 4, 17,0.72,196536
84, 4, 4, 4, 17,0.72,196548
85, 4, 4, 4, 17,0.72,196432
86, 4, 4, 4, 17,0.72,196676
87, 4, 4, 4, 17,0.72,196552
88, 4, 4, 4, 17,0.72,196184
89, 4, 4, 4, 17,0.72,196160
90, 4, 4, 4, 17,0.72,196552
91, 4, 4, 4, 17,0.72,196556
92, 4, 4, 4, 17,0.73,196528
93, 4, 4, 4, 17,0.72,196544
94, 4, 4, 4, 17,0.72,196296
95, 4, 4, 4, 17,0.72,196384
96, 4, 4, 4, 17,0.71,196420
97, 4, 4, 4, 17,0.73,196544
98, 4, 4, 4, 17,0.72,196676
99, 4, 4, 4, 17,0.72,196292
100, 4, 4, 4, 17,0.72,196668
101, 4, 4, 4, 17,0.72,196800
102, 4, 4, 4, 17,0.72,196428
103, 4, 4, 4, 17,0.72,196408
104, 4, 4, 4, 17,0.73,196804
105, 4, 4, 4, 17,0.72,196424
106, 4, 4, 4, 17,0.72,196464
107, 4, 4, 4, 17,0.72,196424
108, 4, 4, 4, 17,0.72,196548
109, 4, 4, 4, 17,0.73,196556
110, 4, 4, 4, 17,0.72,196292
111, 4, 4, 4, 17,0.72,196140
112, 4, 4, 4, 17,0.72,196288
113, 4, 4, 4, 17,0.72,196300
114, 4, 4, 4, 17,0.73,196668
115, 4, 4, 4, 17,0.72,196292
116, 4, 4, 4, 17,0.71,196672
117, 4, 4, 4, 17,0.72,196408
118, 4, 4, 4, 17,0.72,196540
119, 4, 4, 4, 17,0.73,196296
120, 4, 4, 4, 17,0.72,196420
121, 4, 4, 4, 17,0.73,196284
122, 4, 4, 4, 17,0.72,196552
123, 4, 4, 4, 17,0.72,196380
124, 4, 4, 4, 17,0.72,196372
125, 4, 4, 4, 17,0.71,196672
126, 4, 4, 4, 17,0.73,196232
127, 4, 4, 4, 17,0.73,196544
128, 4, 4, 4, 17,0.72,196664
129, 4, 4, 4, 17,0.72,196544
130, 4, 4, 4, 17,0.72,196416
131, 4, 4, 4, 17,0.72,196660
132, 4, 4, 4, 17,0.72,196388
133, 4, 4, 4, 17,0.72,196356
134, 4, 4, 4, 17,0.73,196588
135, 4, 4, 4, 17,0.71,196508
136, 4, 4, 4, 17,0.72,196164
137, 4, 4, 4, 17,0.71,196412
138, 4, 4, 4, 17,0.71,196380
139, 4, 4, 4, 17,0.73,196420
140, 4, 4, 4, 17,0.71,196484
141, 4, 4, 4, 17,0.74,196544
142, 4, 4, 4, 17,0.72,196172
143, 4, 4, 4, 17,0.72,196024
144, 4, 4, 4, 17,0.71,196252
145, 4, 4, 4, 17,0.72,196292
146, 4, 4, 4, 17,0.72,196672
147, 4, 4, 4, 17,0.72,196792
148, 4, 4, 4, 17,0.72,196228
149, 4, 4, 4, 17,0.74,196524
150, 4, 4, 4, 17,0.71,196672
151, 4, 4, 4, 17,0.72,196428
152, 4, 4, 4, 17,0.71,196784
153, 4, 4, 4, 17,0.72,196296
154, 4, 4, 4, 17,0.73,196068
155, 4, 4, 4, 17,0.72,196552
156, 4, 4, 4, 17,0.73,196312
157, 4, 4, 4, 17,0.71,196280
158, 4, 4, 4, 17,0.72,196676
159, 4, 4, 4, 17,0.72,196420
160, 4, 4, 4, 17,0.71,196552
161, 4, 4, 4, 17,0.73,196376
162, 4, 4, 4, 17,0.72,196296
163, 4, 4, 4, 17,0.72,196640
164, 4, 4, 4, 17,0.72,196420
165, 4, 4, 4, 17,0.71,196584
166, 4, 4, 4, 17,0.73,196144
167, 4, 4, 4, 17,0.71,196568
168, 4, 4, 4, 17,0.73,196444
169, 4, 4, 4, 17,0.72,196676
170, 4, 4, 4, 17,0.72,196416
171, 4, 4, 4, 17,0.73,196548
172, 4, 4, 4, 17,0.72,196096
173, 4, 4, 4, 17,0.73,196140
174, 4, 4, 4, 17,0.72,196808
175, 4, 4, 4, 17,0.72,196472
176, 4, 4, 4, 17,0.72,196524
177, 4, 4, 4, 17,0.72,196412
178, 4, 4, 4, 17,0.72,196408
179, 4, 4, 4, 17,0.72,196684
180, 4, 4, 4, 17,0.71,196284
181, 4, 4, 4, 17,0.73,196428
182, 4, 4, 4, 17,0.71,196444
183, 4, 4, 4, 17,0.73,196592
184, 4, 4, 4, 17,0.72,196128
185, 4, 4, 4, 17,0.72,196300
186, 4, 4, 4, 17,0.72,196932
187, 4, 4, 4, 17,0.72,196332
188, 4, 4, 4, 17,0.73,196188
189, 4, 4, 4, 17,0.72,196476
190, 4, 4, 4, 17,0.72,196652
191, 4, 4, 4, 17,0.72,196664
192, 4, 4, 4, 17,0.72,196380
193, 4, 4, 4, 17,0.72,196584
194, 4, 4, 4, 17,0.73,196320
195, 4, 4, 4, 17,0.72,196408
196, 4, 4, 4, 17,0.73,196752
197, 4, 4, 4, 17,0.71,196548
198, 4, 4, 4, 17,0.73,196440
199, 4, 4, 4, 17,0.72,196676
200, 4, 4, 4, 17,0.72,196068
201, 4, 4, 4, 17,0.74,196412
202, 4, 4, 4, 17,0.71,196400
203, 4, 4, 4, 17,0.73,196740
204, 4, 4, 4, 17,0.72,196556
205, 4, 4, 4, 17,0.72,196324
206, 4, 4, 4, 17,0.72,196552
207, 4, 4, 4, 17,0.73,196444
208, 4, 4, 4, 17,0.72,196716
209, 4, 4, 4, 17,0.72,196056
210, 4, 4, 4, 17,0.71,196272
211, 4, 4, 4, 17,0.74,196680
212, 4, 4, 4, 17,0.72,196292
213, 4, 4, 4, 17,0.73,196096
214, 4, 4, 4, 17,0.72,196536
215, 4, 4, 4, 17,0.73,196216
216, 4, 4, 4, 17,0.72,196916
217, 4, 4, 4, 17,0.72,196552
218, 4, 4, 4, 17,0.72,196428
219, 4, 4, 4, 17,0.73,196428
220, 4, 4, 4, 17,0.73,196188
221, 4, 4, 4, 17,0.72,196424
222, 4, 4, 4, 17,0.73,196396
223, 4, 4, 4, 17,0.72,196416
224, 4, 4, 4, 17,0.72,196288
225, 4, 4, 4, 17,0.72,196620
226, 4, 4, 4, 17,0.72,196292
227, 4, 4, 4, 17,0.71,196676
228, 4, 4, 4, 17,0.73,196500
229, 4, 4, 4, 17,0.72,196412
230, 4, 4, 4, 17,0.72,196420
231, 4, 4, 4, 17,0.71,196296
232, 4, 4, 4, 17,0.72,196460
233, 4, 4, 4, 17,0.73,196544
234, 4, 4, 4, 17,0.72,196516
235, 4, 4, 4, 17,0.73,196664
236, 4, 4, 4, 17,0.72,196552
237, 4, 4, 4, 17,0.74,196428
238, 4, 4, 4, 17,0.71,196424
239, 4, 4, 4, 17,0.72,196424
240, 4, 4, 4, 17,0.73,196548
241, 4, 4, 4, 17,0.73,196628
242, 4, 4, 4, 17,0.72,196436
243, 4, 4, 4, 17,0.73,196464
244, 4, 4, 4, 17,0.72,196176
245, 4, 4, 4, 17,0.73,196696
246, 4, 4, 4, 17,0.74,196552
247, 4, 4, 4, 17,0.72,196680
248, 4, 4, 4, 17,0.72,196220
249, 4, 4, 4, 17,0.73,196324
250, 4, 4, 4, 17,0.72,196628
251, 4, 4, 4, 17,0.72,196548
252, 4, 4, 4, 17,0.73,196600
253, 4, 4, 4, 17,0.72,196476
254, 4, 4, 4, 17,0.73,196544
255, 4, 4, 4, 17,0.72,196628
