1, 4, 4, 4, 11,0.87,196500
2, 4, 4, 4, 11,1.0,196388
3, 4, 4, 4, 11,0.92,196480
4, 4, 4, 4, 11,0.96,196484
5, 4, 4, 4, 11,0.9,196292
6, 4, 4, 4, 11,0.9,196564
7, 4, 4, 4, 11,0.93,196444
8, 4, 4, 4, 11,0.9,196440
9, 4, 4, 4, 11,0.94,195980
10, 4, 4, 4, 11,0.92,196620
11, 4, 4, 4, 11,1.01,196376
12, 4, 4, 4, 11,0.94,196668
13, 4, 4, 4, 11,0.92,196400
14, 4, 4, 4, 11,0.96,196160
15, 4, 4, 4, 11,0.98,196520
16, 4, 4, 4, 11,0.92,196564
17, 4, 4, 4, 11,0.94,196160
18, 4, 4, 4, 11,0.96,196544
19, 4, 4, 4, 11,0.9,196808
20, 4, 4, 4, 11,0.91,196364
21, 4, 4, 4, 11,0.9,196284
22, 4, 4, 4, 11,0.89,196148
23, 4, 4, 4, 11,0.89,196544
24, 4, 4, 4, 11,0.89,196672
25, 4, 4, 4, 11,0.89,196296
26, 4, 4, 4, 11,0.89,196684
27, 4, 4, 4, 11,0.89,196116
28, 4, 4, 4, 11,0.9,196416
29, 4, 4, 4, 11,0.91,196684
30, 4, 4, 4, 11,0.9,196600
31, 4, 4, 4, 11,0.9,196288
32, 4, 4, 4, 11,0.89,196556
33, 4, 4, 4, 11,0.89,196484
34, 4, 4, 4, 11,0.91,196104
35, 4, 4, 4, 11,0.9,196708
36, 4, 4, 4, 11,0.88,196424
37, 4, 4, 4, 11,0.89,196540
38, 4, 4, 4, 11,0.89,196668
39, 4, 4, 4, 11,0.89,196164
40, 4, 4, 4, 11,0.9,196056
41, 4, 4, 4, 11,0.9,196428
42, 4, 4, 4, 11,0.88,196656
43, 4, 4, 4, 11,0.91,196108
44, 4, 4, 4, 11,0.9,196460
45, 4, 4, 4, 11,0.89,196412
46, 4, 4, 4, 11,0.89,196412
47, 4, 4, 4, 11,0.88,196308
48, 4, 4, 4, 11,0.89,196428
49, 4, 4, 4, 11,0.91,196468
50, 4, 4, 4, 11,0.89,196224
51, 4, 4, 4, 11,0.9,196308
52, 4, 4, 4, 11,0.9,196412
53, 4, 4, 4, 11,0.9,196148
54, 4, 4, 4, 11,0.91,196352
55, 4, 4, 4, 11,0.9,196176
56, 4, 4, 4, 11,0.89,196512
57, 4, 4, 4, 11,0.91,196468
58, 4, 4, 4, 11,0.9,196676
59, 4, 4, 4, 11,0.89,196288
60, 4, 4, 4, 11,0.9,196416
61, 4, 4, 4, 11,0.89,196412
62, 4, 4, 4, 11,0.89,196416
63, 4, 4, 4, 11,0.9,196240
64, 4, 4, 4, 11,0.89,196676
65, 4, 4, 4, 11,0.91,196272
66, 4, 4, 4, 11,0.91,196676
67, 4, 4, 4, 11,0.89,196288
68, 4, 4, 4, 11,0.9,196944
69, 4, 4, 4, 11,0.89,196412
70, 4, 4, 4, 11,0.91,196292
71, 4, 4, 4, 11,0.9,196532
72, 4, 4, 4, 11,0.89,196464
73, 4, 4, 4, 11,0.9,196496
74, 4, 4, 4, 11,0.89,196324
75, 4, 4, 4, 11,0.91,196332
76, 4, 4, 4, 11,0.91,196412
77, 4, 4, 4, 11,0.92,196804
78, 4, 4, 4, 11,0.89,196680
79, 4, 4, 4, 11,0.91,196436
80, 4, 4, 4, 11,0.91,196424
81, 4, 4, 4, 11,0.9,196676
82, 4, 4, 4, 11,0.9,196412
83, 4, 4, 4, 11,0.89,196744
84, 4, 4, 4, 11,0.92,196356
